review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
👌👍,5,2025-06-04,Commercial Bank of Ethiopia,Google Play Store,negative,0.697056770324707,Other
very niec,5,2025-06-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.5192617774009705,Other
best app of finance,5,2025-06-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.9996503591537476,Other
yetemeta,1,2025-06-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.6553669571876526,Other
it is not safety,1,2025-06-03,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997867941856384,Other
NICE bank,5,2025-06-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998055100440979,Other
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997958540916443,Other
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997678399085999,Other
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9491764903068542,Other
best app,5,2025-06-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.999686598777771,Other
Awesome bank,5,2025-06-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998461008071899,Other
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9983141422271729,"Transaction Performance, User Interface & Experience, Feature Requests"
Masha alla,5,2025-05-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9514626860618591,Other
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9991102814674377,Feature Requests
better service,5,2025-05-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9982219338417053,Other
"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998370409011841,Other
malkaamuu Jiidhaa Namoo,5,2025-05-30,Commercial Bank of Ethiopia,Google Play Store,negative,0.9887813329696655,Other
lower system everything,3,2025-05-30,Commercial Bank of Ethiopia,Google Play Store,negative,0.9993475079536438,Other
Nice!,5,2025-05-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.999863862991333,Other
Keep it up My CBE,5,2025-05-29,Commercial Bank of Ethiopia,Google Play Store,positive,0.9996104836463928,Other
yes good,5,2025-05-28,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998410940170288,Other
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996353387832642,"Account Access Issues, Transaction Performance"
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play Store,positive,0.9996908903121948,Other
🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia,Google Play Store,negative,0.6856126189231873,Other
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play Store,positive,0.9982792139053345,Other
nice,5,2025-05-26,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998552799224854,Other
good job,5,2025-05-26,Commercial Bank of Ethiopia,Google Play Store,positive,0.999835729598999,Other
it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,positive,0.999871015548706,Other
thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998461008071899,Other
Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,positive,0.9948287606239319,Other
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998852014541626,Customer Support
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997394680976868,Feature Requests
mortuary app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,negative,0.7924914360046387,Other
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play Store,negative,0.9961044788360596,Other
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9991408586502075,Other
i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998791217803955,Other
It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9993600249290466,User Interface & Experience
its not fast,1,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,negative,0.9949808716773987,Transaction Performance
wow,4,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.999592125415802,Other
it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998735189437866,Other
excellent,5,2025-05-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998434782028198,Other
Fantastic,5,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998743534088135,Other
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,positive,0.9991167187690735,Other
I like it,4,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998593330383301,Other
why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,negative,0.9962357878684998,Other
very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998577833175659,Other
nice fast app,5,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,positive,0.999833345413208,Transaction Performance
how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia,Google Play Store,negative,0.9934091567993164,Other
"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.9998165965080261,Other
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.9649854898452759,User Interface & Experience
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.9991938471794128,Other
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.9966771602630615,Other
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.9986202716827393,Other
hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.9568661451339722,Other
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.955450713634491,User Interface & Experience
Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.6944913268089294,Other
"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998691082000732,Other
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.992516815662384,Customer Support
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997020363807678,Other
I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996378421783447,Other
trustful,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998213648796082,Other
I like,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998149275779724,Other
update issue,4,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,positive,0.5473248362541199,Feature Requests
its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.9991377592086792,Other
oldie,1,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,negative,0.6663151383399963,Other
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997813105583191,Other
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.999855637550354,Other
very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9994401335716248,Other
Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997482895851135,Other
በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,negative,0.7850590348243713,Other
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9981144666671753,"User Interface & Experience, Customer Support"
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998278617858887,Other
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9992597699165344,Other
it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998123049736023,Other
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997513890266418,"Transaction Performance, Feature Requests"
poor service,1,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996534585952759,Other
amazing,5,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,positive,0.999875545501709,Other
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998389482498169,User Interface & Experience
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,negative,0.9994208812713623,Other
Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,positive,0.8304278254508972,Other
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,negative,0.9966920614242554,Other
Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia,Google Play Store,positive,0.999849796295166,Other
nice app,5,2025-05-19,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998061060905457,Other
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play Store,negative,0.6448792815208435,Other
well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998588562011719,Other
very good,4,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998520612716675,Other
best app.,5,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,positive,0.999774158000946,Other
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,negative,0.9995881915092468,Other
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,negative,0.9841780066490173,Feature Requests
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996201992034912,Other
woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,negative,0.9374371767044067,Other
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998592138290405,User Interface & Experience
Good app,5,2025-05-15,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998493194580078,Other
Good job👍,5,2025-05-14,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998576641082764,Other
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia,Google Play Store,positive,0.9939066767692566,"Account Access Issues, Feature Requests"
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia,Google Play Store,negative,0.947411835193634,Feature Requests
customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996613264083862,Customer Support
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play Store,negative,0.992915153503418,Other
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play Store,positive,0.9984942674636841,"Transaction Performance, User Interface & Experience"
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play Store,positive,0.9844427704811096,Transaction Performance
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play Store,negative,0.9986681938171387,Transaction Performance
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play Store,positive,0.9995684027671814,"Transaction Performance, User Interface & Experience"
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia,Google Play Store,negative,0.9960438013076782,Other
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia,Google Play Store,positive,0.999572217464447,Customer Support
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997984766960144,Other
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997019171714783,Other
the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia,Google Play Store,positive,0.999118983745575,Other
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia,Google Play Store,negative,0.9990994930267334,Feature Requests
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play Store,positive,0.9976927042007446,Transaction Performance
amazing apps,5,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998716115951538,Other
All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,positive,0.8924254179000854,Other
needs improvement,1,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.9966731071472168,Other
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.995843231678009,Other
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.9984410405158997,Transaction Performance
good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.9554153680801392,Other
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998049139976501,User Interface & Experience
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia,Google Play Store,negative,0.9975224137306213,Other
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.899111807346344,Transaction Performance
CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.8703054785728455,Other
verygood,3,2025-05-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.9988996982574463,Other
ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia,Google Play Store,negative,0.803174614906311,Other
it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996594190597534,Other
Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998774528503418,Other
አዛ,1,2025-05-04,Commercial Bank of Ethiopia,Google Play Store,negative,0.697056770324707,Other
wow simple life,5,2025-05-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997076392173767,Other
it's nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998672008514404,Other
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play Store,negative,0.9941052198410034,Other
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play Store,negative,0.8515539765357971,Other
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997990727424622,Other
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9981188178062439,Other
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998561143875122,Transaction Performance
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997379183769226,Other
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998427629470825,Transaction Performance
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998753070831299,Other
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998595714569092,Transaction Performance
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9978076815605164,Account Access Issues
